v8-version,6,2,414,54,0
shared-library,"/usr/local/bin/node",0x100001800,0x100ba3aaa,0
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff3629d860,0x7fff364909ac,242761728
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff5c35f94a,0x7fff5c35fb2e,242761728
shared-library,"/usr/lib/libc++.1.dylib",0x7fff5c593f40,0x7fff5c5db2b0,242761728
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff5bfe8f08,0x7fff5bfe990c,242761728
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff5d0bdfd0,0x7fff5d2752e6,242761728
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff5da0e000,0x7fff5da2f65a,242761728
shared-library,"/usr/lib/libz.1.dylib",0x7fff5e4242d0,0x7fff5e42fbe5,242761728
shared-library,"/usr/lib/system/libcache.dylib",0x7fff5e4d1b08,0x7fff5e4d456d,242761728
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff5e4d6c14,0x7fff5e4dfde1,242761728
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff5e4e1ef4,0x7fff5e4e6a8b,242761728
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff5e4ea09c,0x7fff5e4f12dc,242761728
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff5e4f3e80,0x7fff5e558ab9,242761728
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff5e601a58,0x7fff5e62c9ce,242761728
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff5e63b014,0x7fff5e653410,242761728
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff5e658a51,0x7fff5e658e80,242761728
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff5e666fc0,0x7fff5e666fc0,242761728
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff5e6676e8,0x7fff5e66b9dc,242761728
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff5e66d26e,0x7fff5e66eb42,242761728
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff5e66f944,0x7fff5e670c73,242761728
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff5e672748,0x7fff5e687150,242761728
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff5e68985d,0x7fff5e689d0e,242761728
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff5e68b100,0x7fff5e70c18f,242761728
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff5e714e04,0x7fff5e7176c0,242761728
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff5e7192d0,0x7fff5e71b3eb,242761728
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff5e71cfda,0x7fff5e71dc44,242761728
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff5e71ef3c,0x7fff5e7234cd,242761728
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff5e7261f0,0x7fff5e76b41e,242761728
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff5e797140,0x7fff5e7c7143,242761728
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff5e7e3250,0x7fff5e7fc31f,242761728
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff5e803e50,0x7fff5e905068,242761728
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff5e933cff,0x7fff5e93b82e,242761728
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff5e93f148,0x7fff5e94783e,242761728
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff5e95d040,0x7fff5e95f52d,242761728
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff5e960a1f,0x7fff5e961588,242761728
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff5e76ff10,0x7fff5e78d75d,242761728
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff5e948820,0x7fff5e94e38d,242761728
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff5e950f78,0x7fff5e95910e,242761728
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff5e962938,0x7fff5e96831e,242761728
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff5e96b094,0x7fff5e97ac8d,242761728
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff5e97f96c,0x7fff5e9842a7,242761728
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff5e986d08,0x7fff5e9a792a,242761728
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff5be24e80,0x7fff5be4f689,242761728
shared-library,"/usr/lib/libc++abi.dylib",0x7fff5c5eb600,0x7fff5c609d64,242761728
tick,0x11114caa8,600,0,0x0,4
profiler,"begin",1000
tick,0x7fff5e94cfc9,1918,0,0x0,4
tick,0x7fff5e94d060,3168,0,0x0,4
code-creation,StoreIC,15,4210,0x3413413db420,32,"A store IC from the snapshot"
code-creation,KeyedStoreIC,17,4211,0x3413413db4a0,7624,"A keyed store IC from the snapshot"
code-creation,KeyedStoreIC,17,4212,0x3413413dd2e0,32,"A keyed store IC from the snapshot"
code-creation,KeyedStoreIC,17,4212,0x3413413dd360,7624,"A keyed store IC from the snapshot"
code-creation,KeyedStoreIC,17,4213,0x3413413df1a0,32,"A keyed store IC from the snapshot"
code-creation,LoadGlobalIC,13,4214,0x3413413df220,3539,"A load global IC from the snapshot"
code-creation,LoadGlobalIC,13,4214,0x3413413e0060,3487,"A load global IC from the snapshot"
code-creation,LoadGlobalIC,13,4215,0x3413413e0e60,32,"A load global IC from the snapshot"
code-creation,LoadGlobalIC,13,4218,0x3413413e0ee0,32,"A load global IC from the snapshot"
code-creation,Builtin,5,4219,0x3413413e0f60,15,"NumberPrototypeToLocaleString"
code-creation,Builtin,5,4220,0x3413413e0fe0,548,"Multiply"
code-creation,Builtin,5,4220,0x3413413e1280,262,"BitwiseAnd"
code-creation,Builtin,5,4221,0x3413413e1400,262,"BitwiseOr"
code-creation,Builtin,5,4221,0x3413413e1580,262,"BitwiseXor"
code-creation,Builtin,5,4222,0x3413413e1700,274,"ShiftLeft"
code-creation,Builtin,5,4223,0x3413413e1880,274,"ShiftRight"
code-creation,Builtin,5,4223,0x3413413e1a00,425,"ShiftRightLogical"
code-creation,Builtin,5,4224,0x3413413e1c20,722,"LessThanOrEqual"
code-creation,Builtin,5,4224,0x3413413e1f60,722,"GreaterThanOrEqual"
code-creation,Builtin,5,4225,0x3413413e22a0,267,"StrictEqual"
code-creation,Builtin,5,4226,0x3413413e2420,239,"OrdinaryHasInstance"
code-creation,Builtin,5,4226,0x3413413e2580,390,"InstanceOf"
code-creation,Builtin,5,4227,0x3413413e2780,1965,"ForInFilter"
code-creation,Builtin,5,4228,0x3413413e2fa0,1997,"ForInNext"
code-creation,Builtin,5,4228,0x3413413e37e0,360,"ForInPrepare"
code-creation,Builtin,5,4229,0x3413413e39c0,6276,"PromiseFinally"
code-creation,Builtin,5,4229,0x3413413e52c0,9956,"PromiseThenFinally"
code-creation,Builtin,5,4230,0x3413413e7a20,9956,"PromiseCatchFinally"
code-creation,Builtin,5,4231,0x3413413ea180,28,"PromiseValueThunkFinally"
code-creation,Builtin,5,4231,0x3413413ea200,59,"PromiseThrowerFinally"
code-creation,Builtin,5,4232,0x3413413ea2a0,163,"RegExpPrototypeDotAllGetter"
code-creation,Builtin,5,4233,0x3413413ea3c0,15,"StringPrototypeLocaleCompare"
code-creation,Builtin,5,4233,0x3413413ea440,150,"WasmCompileLazy"
code-creation,Builtin,5,4234,0x3413413ea540,28,"WasmStackGuard"
code-creation,Builtin,5,4234,0x3413413ea5c0,52,"ThrowWasmTrapUnreachable"
code-creation,Builtin,5,4235,0x3413413ea660,52,"ThrowWasmTrapMemOutOfBounds"
code-creation,Builtin,5,4236,0x3413413ea700,52,"ThrowWasmTrapDivByZero"
code-creation,Builtin,5,4236,0x3413413ea7a0,52,"ThrowWasmTrapDivUnrepresentable"
code-creation,Builtin,5,4237,0x3413413ea840,52,"ThrowWasmTrapRemByZero"
code-creation,Builtin,5,4238,0x3413413ea8e0,52,"ThrowWasmTrapFloatUnrepresentable"
code-creation,Builtin,5,4238,0x3413413ea980,52,"ThrowWasmTrapFuncInvalid"
code-creation,Builtin,5,4239,0x3413413eaa20,52,"ThrowWasmTrapFuncSigMismatch"
code-creation,Builtin,5,4239,0x3413413eaac0,1080,"AsyncGeneratorYield"
code-creation,Builtin,5,4240,0x3413413eaf60,15,"NumberFormatPrototypeFormatToParts"
code-creation,BytecodeHandler,2,4259,0x3413413eafe0,32,"Wide"
code-creation,BytecodeHandler,2,4260,0x3413413eb060,32,"ExtraWide"
code-creation,BytecodeHandler,2,4261,0x3413413eb0e0,64,"LdaZero"
code-creation,BytecodeHandler,2,4262,0x3413413eb180,68,"LdaSmi"
code-creation,BytecodeHandler,2,4262,0x3413413eb240,72,"LdaUndefined"
code-creation,BytecodeHandler,2,4263,0x3413413eb300,72,"LdaNull"
code-creation,BytecodeHandler,2,4264,0x3413413eb3c0,72,"LdaTheHole"
code-creation,BytecodeHandler,2,4264,0x3413413eb480,28,"LdaTrue"
code-creation,BytecodeHandler,2,4265,0x3413413eb500,28,"LdaFalse"
code-creation,BytecodeHandler,2,4265,0x3413413eb580,72,"LdaConstant"
code-creation,BytecodeHandler,2,4266,0x3413413eb640,4004,"LdaGlobal"
code-creation,BytecodeHandler,2,4267,0x3413413ec660,3864,"LdaGlobalInsideTypeof"
code-creation,BytecodeHandler,2,4267,0x3413413ed5e0,175,"StaGlobalSloppy"
code-creation,BytecodeHandler,2,4268,0x3413413ed700,175,"StaGlobalStrict"
code-creation,BytecodeHandler,2,4269,0x3413413ed820,48,"PushContext"
code-creation,BytecodeHandler,2,4334,0x3413413ed8c0,44,"PopContext"
code-creation,BytecodeHandler,2,4335,0x3413413ed960,108,"LdaContextSlot"
code-creation,BytecodeHandler,2,4336,0x3413413ed960,108,"LdaImmutableContextSlot"
code-creation,BytecodeHandler,2,4336,0x3413413eda40,80,"LdaCurrentContextSlot"
code-creation,BytecodeHandler,2,4337,0x3413413eda40,80,"LdaImmutableCurrentContextSlot"
code-creation,BytecodeHandler,2,4338,0x3413413edb00,128,"StaContextSlot"
code-creation,BytecodeHandler,2,4339,0x3413413edbe0,96,"StaCurrentContextSlot"
code-creation,BytecodeHandler,2,4339,0x3413413edca0,143,"LdaLookupSlot"
code-creation,BytecodeHandler,2,4340,0x3413413edda0,227,"LdaLookupContextSlot"
code-creation,BytecodeHandler,2,4341,0x3413413edf00,4096,"LdaLookupGlobalSlot"
code-creation,BytecodeHandler,2,4341,0x3413413eef60,143,"LdaLookupSlotInsideTypeof"
code-creation,BytecodeHandler,2,4342,0x3413413ef060,227,"LdaLookupContextSlotInsideTypeof"
code-creation,BytecodeHandler,2,4343,0x3413413ef1c0,4024,"LdaLookupGlobalSlotInsideTypeof"
code-creation,BytecodeHandler,2,4344,0x3413413f01e0,243,"StaLookupSlot"
code-creation,BytecodeHandler,2,4345,0x3413413f0340,40,"Ldar"
code-creation,BytecodeHandler,2,4345,0x3413413f03e0,40,"Star"
code-creation,BytecodeHandler,2,4346,0x3413413f0480,48,"Mov"
code-creation,BytecodeHandler,2,4346,0x3413413f0520,3235,"LdaNamedProperty"
code-creation,BytecodeHandler,2,4347,0x3413413f1240,191,"LdaKeyedProperty"
code-creation,BytecodeHandler,2,4348,0x3413413f1360,112,"LdaModuleVariable"
code-creation,BytecodeHandler,2,4348,0x3413413f1440,263,"StaModuleVariable"
code-creation,BytecodeHandler,2,4349,0x3413413f15c0,175,"StaNamedPropertySloppy"
code-creation,BytecodeHandler,2,4350,0x3413413f16e0,175,"StaNamedPropertyStrict"
code-creation,BytecodeHandler,2,4350,0x3413413f1800,175,"StaNamedOwnProperty"
code-creation,BytecodeHandler,2,4351,0x3413413f1920,171,"StaKeyedPropertySloppy"
code-creation,BytecodeHandler,2,4352,0x3413413f1a40,171,"StaKeyedPropertyStrict"
code-creation,BytecodeHandler,2,4352,0x3413413f1b60,199,"StaDataPropertyInLiteral"
code-creation,BytecodeHandler,2,4356,0x3413413f1ca0,163,"CollectTypeProfile"
code-creation,BytecodeHandler,2,4357,0x3413413f1dc0,832,"Add"
code-creation,BytecodeHandler,2,4358,0x3413413f2160,932,"Sub"
code-creation,BytecodeHandler,2,4358,0x3413413f2580,996,"Mul"
code-creation,BytecodeHandler,2,4359,0x3413413f29e0,960,"Div"
code-creation,BytecodeHandler,2,4359,0x3413413f2e00,956,"Mod"
code-creation,BytecodeHandler,2,4360,0x3413413f3220,716,"BitwiseOr"
code-creation,BytecodeHandler,2,4361,0x3413413f3560,716,"BitwiseXor"
code-creation,BytecodeHandler,2,4361,0x3413413f38a0,716,"BitwiseAnd"
code-creation,BytecodeHandler,2,4362,0x3413413f3be0,732,"ShiftLeft"
code-creation,BytecodeHandler,2,4363,0x3413413f3f20,732,"ShiftRight"
code-creation,BytecodeHandler,2,4363,0x3413413f4260,956,"ShiftRightLogical"
code-creation,BytecodeHandler,2,4364,0x3413413f4680,684,"AddSmi"
code-creation,BytecodeHandler,2,4365,0x3413413f49a0,756,"SubSmi"
code-creation,BytecodeHandler,2,4365,0x3413413f4d00,792,"MulSmi"
code-creation,BytecodeHandler,2,4366,0x3413413f5080,828,"DivSmi"
code-creation,BytecodeHandler,2,4367,0x3413413f5420,760,"ModSmi"
code-creation,BytecodeHandler,2,4367,0x3413413f5780,420,"BitwiseOrSmi"
code-creation,BytecodeHandler,2,4368,0x3413413f59a0,420,"BitwiseXorSmi"
code-creation,BytecodeHandler,2,4369,0x3413413f5bc0,420,"BitwiseAndSmi"
code-creation,BytecodeHandler,2,4369,0x3413413f5de0,424,"ShiftLeftSmi"
code-creation,BytecodeHandler,2,4370,0x3413413f6000,424,"ShiftRightSmi"
code-creation,BytecodeHandler,2,4370,0x3413413f6220,636,"ShiftRightLogicalSmi"
code-creation,BytecodeHandler,2,4371,0x3413413f6500,580,"Inc"
code-creation,BytecodeHandler,2,4374,0x3413413f67c0,588,"Dec"
code-creation,BytecodeHandler,2,4375,0x3413413f6a80,148,"ToBooleanLogicalNot"
code-creation,BytecodeHandler,2,4375,0x3413413f6b80,40,"LogicalNot"
code-creation,BytecodeHandler,2,4376,0x3413413f6c20,212,"TypeOf"
code-creation,BytecodeHandler,2,4377,0x3413413f6d60,139,"DeletePropertyStrict"
code-creation,BytecodeHandler,2,4377,0x3413413f6e60,131,"DeletePropertySloppy"
code-creation,BytecodeHandler,2,4378,0x3413413f6f60,123,"GetSuperConstructor"
code-creation,BytecodeHandler,2,4379,0x3413413f7040,636,"CallAnyReceiver"
code-creation,BytecodeHandler,2,4379,0x3413413f7320,636,"CallProperty"
code-creation,BytecodeHandler,2,4380,0x3413413f7600,595,"CallProperty0"
code-creation,BytecodeHandler,2,4381,0x3413413f78c0,611,"CallProperty1"
code-creation,BytecodeHandler,2,4381,0x3413413f7ba0,623,"CallProperty2"
code-creation,BytecodeHandler,2,4382,0x3413413f7e80,632,"CallUndefinedReceiver"
code-creation,BytecodeHandler,2,4383,0x3413413f8160,579,"CallUndefinedReceiver0"
code-creation,BytecodeHandler,2,4383,0x3413413f8420,603,"CallUndefinedReceiver1"
code-creation,BytecodeHandler,2,4384,0x3413413f86e0,615,"CallUndefinedReceiver2"
code-creation,BytecodeHandler,2,4385,0x3413413f89c0,636,"CallWithSpread"
code-creation,BytecodeHandler,2,4385,0x3413413f8ca0,143,"CallRuntime"
code-creation,BytecodeHandler,2,4386,0x3413413f8da0,175,"CallRuntimeForPair"
code-creation,BytecodeHandler,2,4386,0x3413413f8ec0,72,"CallJSRuntime"
code-creation,BytecodeHandler,2,4387,0x3413413f8f80,1897,"InvokeIntrinsic"
code-creation,BytecodeHandler,2,4388,0x3413413f9760,1200,"Construct"
code-creation,BytecodeHandler,2,4388,0x3413413f9c80,740,"ConstructWithSpread"
code-creation,BytecodeHandler,2,4389,0x3413413f9fe0,2552,"TestEqual"
code-creation,BytecodeHandler,2,4390,0x3413413faa40,911,"TestEqualStrict"
code-creation,BytecodeHandler,2,4390,0x3413413fae40,1352,"TestLessThan"
code-creation,BytecodeHandler,2,4391,0x3413413fb400,1352,"TestGreaterThan"
code-creation,BytecodeHandler,2,4392,0x3413413fb9c0,1352,"TestLessThanOrEqual"
code-creation,BytecodeHandler,2,4392,0x3413413fbf80,1352,"TestGreaterThanOrEqual"
code-creation,BytecodeHandler,2,4393,0x3413413fc540,347,"TestEqualStrictNoFeedback"
code-creation,BytecodeHandler,2,4394,0x3413413fc700,564,"TestInstanceOf"
code-creation,BytecodeHandler,2,4394,0x3413413fc9a0,2192,"TestIn"
code-creation,BytecodeHandler,2,4395,0x3413413fd2a0,56,"TestUndetectable"
code-creation,BytecodeHandler,2,4396,0x3413413fd340,40,"TestNull"
code-creation,BytecodeHandler,2,4396,0x3413413fd3e0,40,"TestUndefined"
code-creation,BytecodeHandler,2,4397,0x3413413fd480,296,"TestTypeOf"
code-creation,BytecodeHandler,2,4398,0x3413413fd620,215,"ToName"
code-creation,BytecodeHandler,2,4398,0x3413413fd760,231,"ToNumber"
code-creation,BytecodeHandler,2,4399,0x3413413fd8c0,131,"ToObject"
code-creation,BytecodeHandler,2,4400,0x3413413fd9c0,358,"CreateRegExpLiteral"
code-creation,BytecodeHandler,2,4400,0x3413413fdba0,1292,"CreateArrayLiteral"
code-creation,BytecodeHandler,2,4401,0x3413413fe120,728,"CreateEmptyArrayLiteral"
code-creation,BytecodeHandler,2,4402,0x3413413fe460,1664,"CreateObjectLiteral"
code-creation,BytecodeHandler,2,4402,0x3413413feb40,616,"CreateEmptyObjectLiteral"
code-creation,BytecodeHandler,2,4403,0x341341404060,676,"CreateClosure"
code-creation,BytecodeHandler,2,4404,0x341341404380,135,"CreateBlockContext"
code-creation,BytecodeHandler,2,4405,0x341341404480,171,"CreateCatchContext"
code-creation,BytecodeHandler,2,4405,0x3413414045a0,292,"CreateFunctionContext"
code-creation,BytecodeHandler,2,4406,0x341341404740,296,"CreateEvalContext"
code-creation,BytecodeHandler,2,4406,0x3413414048e0,151,"CreateWithContext"
code-creation,BytecodeHandler,2,4407,0x3413414049e0,1388,"CreateMappedArguments"
code-creation,BytecodeHandler,2,4408,0x341341404fc0,780,"CreateUnmappedArguments"
code-creation,BytecodeHandler,2,4409,0x341341405340,804,"CreateRestParameter"
code-creation,BytecodeHandler,2,4409,0x3413414056e0,351,"JumpLoop"
code-creation,BytecodeHandler,2,4410,0x3413414058a0,159,"Jump"
code-creation,BytecodeHandler,2,4410,0x3413414059a0,171,"JumpConstant"
code-creation,BytecodeHandler,2,4411,0x341341405ac0,191,"JumpIfNullConstant"
code-creation,BytecodeHandler,2,4412,0x341341405be0,191,"JumpIfNotNullConstant"
code-creation,BytecodeHandler,2,4412,0x341341405d00,191,"JumpIfUndefinedConstant"
code-creation,BytecodeHandler,2,4413,0x341341405e20,191,"JumpIfNotUndefinedConstant"
code-creation,BytecodeHandler,2,4414,0x341341405f40,191,"JumpIfTrueConstant"
code-creation,BytecodeHandler,2,4415,0x341341406060,191,"JumpIfFalseConstant"
code-creation,BytecodeHandler,2,4415,0x341341406180,203,"JumpIfJSReceiverConstant"
code-creation,BytecodeHandler,2,4416,0x3413414062c0,327,"JumpIfToBooleanTrueConstant"
code-creation,BytecodeHandler,2,4417,0x341341406480,323,"JumpIfToBooleanFalseConstant"
code-creation,BytecodeHandler,2,4417,0x341341406640,319,"JumpIfToBooleanTrue"
code-creation,BytecodeHandler,2,4418,0x3413414067e0,315,"JumpIfToBooleanFalse"
code-creation,BytecodeHandler,2,4419,0x341341406980,183,"JumpIfTrue"
code-creation,BytecodeHandler,2,4419,0x341341406aa0,183,"JumpIfFalse"
code-creation,BytecodeHandler,2,4420,0x341341406bc0,183,"JumpIfNull"
code-creation,BytecodeHandler,2,4421,0x341341406ce0,183,"JumpIfNotNull"
code-creation,BytecodeHandler,2,4421,0x341341406e00,183,"JumpIfUndefined"
code-creation,BytecodeHandler,2,4422,0x341341406f20,183,"JumpIfNotUndefined"
code-creation,BytecodeHandler,2,4423,0x341341407040,235,"JumpIfJSReceiver"
code-creation,BytecodeHandler,2,4423,0x3413414071a0,223,"SwitchOnSmiNoFeedback"
code-creation,BytecodeHandler,2,4424,0x3413414072e0,647,"ForInPrepare"
code-creation,BytecodeHandler,2,4424,0x3413414075e0,60,"ForInContinue"
code-creation,BytecodeHandler,2,4425,0x341341407680,247,"ForInNext"
code-creation,BytecodeHandler,2,4426,0x3413414077e0,52,"ForInStep"
code-creation,BytecodeHandler,2,4426,0x341341407880,171,"StackCheck"
code-creation,BytecodeHandler,2,4427,0x3413414079a0,44,"SetPendingMessage"
code-creation,BytecodeHandler,2,4430,0x341341407a40,135,"Throw"
code-creation,BytecodeHandler,2,4431,0x341341407b40,135,"ReThrow"
code-creation,BytecodeHandler,2,4432,0x341341407c40,143,"Return"
code-creation,BytecodeHandler,2,4432,0x341341407d40,171,"ThrowReferenceErrorIfHole"
code-creation,BytecodeHandler,2,4433,0x341341407e60,155,"ThrowSuperNotCalledIfHole"
code-creation,BytecodeHandler,2,4434,0x341341407f60,155,"ThrowSuperAlreadyCalledIfNotHole"
code-creation,BytecodeHandler,2,4435,0x341341408060,108,"RestoreGeneratorState"
code-creation,BytecodeHandler,2,4435,0x341341408140,528,"SuspendGenerator"
code-creation,BytecodeHandler,2,4436,0x3413414083c0,152,"RestoreGeneratorRegisters"
code-creation,BytecodeHandler,2,4437,0x3413414084c0,119,"Debugger"
code-creation,BytecodeHandler,2,4437,0x3413414085a0,280,"DebugBreak0"
code-creation,BytecodeHandler,2,4438,0x341341408720,280,"DebugBreak1"
code-creation,BytecodeHandler,2,4439,0x3413414088a0,280,"DebugBreak2"
code-creation,BytecodeHandler,2,4439,0x341341408a20,280,"DebugBreak3"
code-creation,BytecodeHandler,2,4440,0x341341408ba0,280,"DebugBreak4"
code-creation,BytecodeHandler,2,4441,0x341341408d20,280,"DebugBreak5"
code-creation,BytecodeHandler,2,4444,0x341341408ea0,280,"DebugBreak6"
code-creation,BytecodeHandler,2,4444,0x341341409020,280,"DebugBreakWide"
code-creation,BytecodeHandler,2,4445,0x3413414091a0,280,"DebugBreakExtraWide"
code-creation,BytecodeHandler,2,4455,0x341341409320,155,"IncBlockCounter"
code-creation,BytecodeHandler,2,4455,0x341341409420,83,"Illegal"
tick,0x100b0c0c1,4461,0,0x0,4
code-creation,BytecodeHandler,2,4467,0x3413414094e0,36,"LdaSmi.Wide"
code-creation,BytecodeHandler,2,4468,0x341341409580,40,"LdaConstant.Wide"
code-creation,BytecodeHandler,2,4469,0x341341409620,4032,"LdaGlobal.Wide"
code-creation,BytecodeHandler,2,4470,0x34134140a640,3952,"LdaGlobalInsideTypeof.Wide"
code-creation,BytecodeHandler,2,4471,0x34134140b620,179,"StaGlobalSloppy.Wide"
code-creation,BytecodeHandler,2,4471,0x34134140b740,179,"StaGlobalStrict.Wide"
code-creation,BytecodeHandler,2,4472,0x34134140b860,48,"PushContext.Wide"
code-creation,BytecodeHandler,2,4473,0x34134140b900,44,"PopContext.Wide"
code-creation,BytecodeHandler,2,4473,0x34134140b9a0,72,"LdaContextSlot.Wide"
code-creation,BytecodeHandler,2,4474,0x34134140b9a0,72,"LdaImmutableContextSlot.Wide"
code-creation,BytecodeHandler,2,4475,0x34134140ba60,44,"LdaCurrentContextSlot.Wide"
code-creation,BytecodeHandler,2,4477,0x34134140ba60,44,"LdaImmutableCurrentContextSlot.Wide"
code-creation,BytecodeHandler,2,4477,0x34134140bb00,128,"StaContextSlot.Wide"
code-creation,BytecodeHandler,2,4478,0x34134140bbe0,96,"StaCurrentContextSlot.Wide"
code-creation,BytecodeHandler,2,4479,0x34134140bca0,147,"LdaLookupSlot.Wide"
code-creation,BytecodeHandler,2,4480,0x34134140bda0,231,"LdaLookupContextSlot.Wide"
code-creation,BytecodeHandler,2,4481,0x34134140bf00,4196,"LdaLookupGlobalSlot.Wide"
code-creation,BytecodeHandler,2,4482,0x34134140cfe0,147,"LdaLookupSlotInsideTypeof.Wide"
code-creation,BytecodeHandler,2,4483,0x34134140d0e0,231,"LdaLookupContextSlotInsideTypeof.Wide"
code-creation,BytecodeHandler,2,4484,0x34134140d240,4112,"LdaLookupGlobalSlotInsideTypeof.Wide"
code-creation,BytecodeHandler,2,4485,0x34134140e2c0,255,"StaLookupSlot.Wide"
code-creation,BytecodeHandler,2,4486,0x34134140e420,40,"Ldar.Wide"
code-creation,BytecodeHandler,2,4487,0x34134140e4c0,40,"Star.Wide"
code-creation,BytecodeHandler,2,4487,0x34134140e560,48,"Mov.Wide"
code-creation,BytecodeHandler,2,4488,0x34134140e600,3255,"LdaNamedProperty.Wide"
code-creation,BytecodeHandler,2,4489,0x34134140f320,167,"LdaKeyedProperty.Wide"
code-creation,BytecodeHandler,2,4489,0x34134140f440,112,"LdaModuleVariable.Wide"
code-creation,BytecodeHandler,2,4490,0x34134140f520,267,"StaModuleVariable.Wide"
code-creation,BytecodeHandler,2,4491,0x34134140f6a0,183,"StaNamedPropertySloppy.Wide"
code-creation,BytecodeHandler,2,4492,0x34134140f7c0,183,"StaNamedPropertyStrict.Wide"
code-creation,BytecodeHandler,2,4493,0x34134140f8e0,183,"StaNamedOwnProperty.Wide"
code-creation,BytecodeHandler,2,4494,0x34134140fa00,175,"StaKeyedPropertySloppy.Wide"
code-creation,BytecodeHandler,2,4495,0x34134140fb20,175,"StaKeyedPropertyStrict.Wide"
code-creation,BytecodeHandler,2,4496,0x34134140fc40,203,"StaDataPropertyInLiteral.Wide"
code-creation,BytecodeHandler,2,4497,0x34134140fd80,167,"CollectTypeProfile.Wide"
code-creation,BytecodeHandler,2,4498,0x34134140fea0,816,"Add.Wide"
code-creation,BytecodeHandler,2,4498,0x341341410240,912,"Sub.Wide"
code-creation,BytecodeHandler,2,4499,0x341341410640,980,"Mul.Wide"
code-creation,BytecodeHandler,2,4500,0x341341410a80,972,"Div.Wide"
code-creation,BytecodeHandler,2,4500,0x341341410ec0,972,"Mod.Wide"
code-creation,BytecodeHandler,2,4501,0x341341411300,724,"BitwiseOr.Wide"
code-creation,BytecodeHandler,2,4502,0x341341411640,724,"BitwiseXor.Wide"
code-creation,BytecodeHandler,2,4503,0x341341411980,724,"BitwiseAnd.Wide"
code-creation,BytecodeHandler,2,4503,0x341341411cc0,740,"ShiftLeft.Wide"
code-creation,BytecodeHandler,2,4504,0x341341412020,740,"ShiftRight.Wide"
code-creation,BytecodeHandler,2,4505,0x341341412380,968,"ShiftRightLogical.Wide"
code-creation,BytecodeHandler,2,4505,0x3413414127c0,668,"AddSmi.Wide"
code-creation,BytecodeHandler,2,4506,0x341341412ac0,740,"SubSmi.Wide"
code-creation,BytecodeHandler,2,4507,0x341341412e20,804,"MulSmi.Wide"
code-creation,BytecodeHandler,2,4507,0x3413414131c0,840,"DivSmi.Wide"
code-creation,BytecodeHandler,2,4508,0x341341413580,768,"ModSmi.Wide"
code-creation,BytecodeHandler,2,4509,0x3413414138e0,424,"BitwiseOrSmi.Wide"
code-creation,BytecodeHandler,2,4509,0x341341413b00,424,"BitwiseXorSmi.Wide"
code-creation,BytecodeHandler,2,4510,0x341341413d20,424,"BitwiseAndSmi.Wide"
code-creation,BytecodeHandler,2,4511,0x341341413f40,428,"ShiftLeftSmi.Wide"
code-creation,BytecodeHandler,2,4511,0x341341414160,428,"ShiftRightSmi.Wide"
code-creation,BytecodeHandler,2,4512,0x341341414380,644,"ShiftRightLogicalSmi.Wide"
code-creation,BytecodeHandler,2,4513,0x341341414680,556,"Inc.Wide"
code-creation,BytecodeHandler,2,4514,0x341341414920,564,"Dec.Wide"
